"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county"
33054,NA,NA,2407,2476,NA,2472,2407,NA,2476,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,25.91,-80.27,"FL","Private nonprofit, 4-year or above","Saint Thomas University","Opa Locka","Miami-Dade County"
33054,2484,2484,NA,NA,2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,25.91,-80.27,"FL",NA,"St. Thomas University","Opa Locka","Miami-Dade County"
33054,NA,NA,NA,NA,NA,NA,NA,4918,NA,4918,4918,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.91,-80.27,"FL",NA,"St Thomas University","Opa Locka","Miami-Dade County"
33060,NA,NA,230,NA,NA,NA,230,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23,-80.13,"FL","Private for-profit, less-than 2-year","School of Health Careers","Pompano Beach","Broward County"
33062,2452,2452,NA,1633,2452,1713,NA,715,1633,715,715,NA,NA,0,0,0,0,0,0,0,0,0,26.24,-80.09,"FL",NA,"Everest University-Pompano Beach","Pompano Beach","Broward County"
33063,875,875,1057,1226,875,986,1057,NA,1226,NA,NA,0,1,1,0,2,2,0,0,NA,NA,NA,26.25,-80.21,"FL","Public, 2-year","Atlantic Technical Center","Pompano Beach","Broward County"
33063,NA,NA,NA,477,NA,NA,NA,NA,477,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,26.25,-80.21,"FL",NA,"American Institute","Pompano Beach","Broward County"
33063,NA,NA,NA,NA,NA,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,26.25,-80.21,"FL",NA,"Margate School of Beauty Inc","Pompano Beach","Broward County"
33063,5793,5793,NA,NA,5793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,26.25,-80.21,"FL",NA,"Florida Career College-Miami","Pompano Beach","Broward County"
33063,NA,NA,NA,NA,NA,NA,NA,3132,NA,3132,3132,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.25,-80.21,"FL",NA,"Atlantic Technical College","Pompano Beach","Broward County"
33063,NA,NA,NA,NA,NA,NA,NA,237,NA,237,237,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.25,-80.21,"FL",NA,"American Institute-Margate","Pompano Beach","Broward County"
33064,NA,NA,303,448,NA,NA,303,NA,448,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26.28,-80.12,"FL","Private for-profit, 2-year","Florida College of Natural Health","Pompano Beach","Broward County"
33064,NA,NA,NA,231,NA,NA,NA,NA,231,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,26.28,-80.12,"FL",NA,"Florida Barber Academy","Pompano Beach","Broward County"
33064,NA,NA,NA,NA,NA,NA,NA,206,NA,206,206,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.28,-80.12,"FL",NA,"Florida College of Natural Health-Pompano Beach","Pompano Beach","Broward County"
33065,NA,NA,NA,NA,NA,NA,NA,43078,NA,43078,43078,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.27,-80.26,"FL",NA,"Broward College","Pompano Beach","Broward County"
33066,NA,NA,31730,NA,NA,NA,31730,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,-80.17,"FL","Public, 2-year","Broward Community College","Pompano Beach","Broward County"
33066,42309,42309,NA,37360,42309,42198,NA,43078,37360,43078,43078,NA,NA,0,0,0,0,0,0,0,0,0,26.25,-80.17,"FL",NA,"Broward College","Pompano Beach","Broward County"
33070,1212,1212,1012,1407,1212,1348,1012,1081,1407,1081,1081,0,0,0,0,0,0,0,0,0,0,0,25.01,-80.51,"FL","Public, 2-year","Florida Keys Community College","Tavernier","Monroe County"
33076,NA,NA,NA,NA,NA,NA,NA,2600,NA,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.32,-80.28,"FL",NA,"Strayer University-Florida","Pompano Beach","Broward County"
33081,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26.02,-80.16,"FL",NA,"Embry-Riddle Aeronautical University-Worldwide","Hollywood","Broward County"
33122,NA,NA,NA,468,NA,NA,NA,NA,468,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.79,-80.3,"FL",NA,"ATI Career Training Center","Miami","Miami-Dade County"
33122,NA,NA,NA,NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.79,-80.3,"FL",NA,"ATI Career Training Center-Miami","Miami","Miami-Dade County"
33122,NA,NA,NA,NA,NA,NA,NA,30,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.79,-80.3,"FL",NA,"Advanced Technical Centers","Miami","Miami-Dade County"
33122,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.79,-80.3,"FL",NA,"Embry-Riddle Aeronautical University-Worldwide","Miami","Miami-Dade County"
33124,NA,NA,15449,NA,NA,NA,15449,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.77,-80.2,"FL","Private nonprofit, 4-year or above","University of Miami","Miami","Miami-Dade County"
33125,NA,NA,391,108,NA,NA,391,109,108,109,109,0,0,0,0,NA,NA,NA,NA,0,0,0,25.78,-80.24,"FL","Private for-profit, less-than 2-year","Nouvelle Institute","Miami","Miami-Dade County"
33125,NA,NA,407,858,NA,NA,407,1042,858,1042,1042,0,0,0,0,NA,NA,NA,NA,0,0,0,25.78,-80.24,"FL","Private for-profit, less-than 2-year","South Florida Institute of Technology","Miami","Miami-Dade County"
33125,NA,NA,202,NA,NA,NA,202,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78,-80.24,"FL","Private for-profit, less-than 2-year","Dade Medical College","Miami","Miami-Dade County"
33125,NA,NA,NA,NA,NA,NA,NA,1049,NA,1049,1049,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.78,-80.24,"FL",NA,"Colegio de Cinematografía Artes y Television","Miami","Miami-Dade County"
33125,NA,NA,NA,NA,NA,NA,NA,111,NA,111,111,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.78,-80.24,"FL",NA,"Professional Hands Institute","Miami","Miami-Dade County"
33126,NA,NA,219,349,NA,NA,219,NA,349,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.78,-80.3,"FL","Private for-profit, 2-year","Florida College of Natural Health","Miami","Miami-Dade County"
33126,NA,NA,NA,828,NA,NA,NA,NA,828,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.78,-80.3,"FL",NA,"ITT Technical Institute-Miami","Miami","Miami-Dade County"
33126,NA,NA,NA,99,NA,NA,NA,NA,99,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.78,-80.3,"FL",NA,"Dade Medical College","Miami","Miami-Dade County"
33126,NA,NA,NA,NA,NA,NA,NA,182,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.78,-80.3,"FL",NA,"Florida College of Natural Health-Miami","Miami","Miami-Dade County"
33127,66701,66701,54094,59120,66701,63736,54094,62332,59120,62332,62332,0,0,0,0,0,0,0,0,0,0,0,25.81,-80.21,"FL","Public, 4-year or above","Miami Dade College","Miami","Miami-Dade County"
33127,809,809,NA,906,809,826,NA,NA,906,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,25.81,-80.21,"FL",NA,"Lindsey Hopkins Technical Education Center","Miami","Miami-Dade County"
33127,NA,NA,NA,NA,NA,NA,NA,598,NA,598,598,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.81,-80.21,"FL",NA,"Lindsey Hopkins Technical College","Miami","Miami-Dade County"
33127,NA,NA,NA,NA,NA,NA,NA,144,NA,144,144,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.81,-80.21,"FL",NA,"Miami Ad School-Wynwood","Miami","Miami-Dade County"
33132,3517,3517,2825,4177,3517,4068,2825,NA,4177,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,25.78,-80.18,"FL","Private for-profit, 4-year or above","Ai Miami International University of Art and Design","Miami","Miami-Dade County"
33132,66701,66701,54094,59120,66701,63736,54094,62332,59120,62332,62332,0,1,0,0,0,0,0,0,0,0,0,25.78,-80.18,"FL","Public, 4-year or above","Miami Dade College","Miami","Miami-Dade County"
33132,NA,NA,533,855,NA,NA,533,NA,855,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.78,-80.18,"FL","Private for-profit, 2-year","Brown Mackie College-Miami","Miami","Miami-Dade County"
33132,NA,NA,NA,NA,NA,NA,NA,2478,NA,2478,2478,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.78,-80.18,"FL",NA,"AI Miami International University of Art and Design","Miami","Miami-Dade County"
33133,NA,NA,88,107,NA,NA,88,NA,107,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.73,-80.24,"FL","Private nonprofit, less-than 2-year","Mercy Hospital School of Practical Nursing","Miami","Miami-Dade County"
33133,NA,NA,510,NA,NA,NA,510,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73,-80.24,"FL","Public, less-than 2-year","Miami-Dade County Public Schools-The English Center","Miami","Miami-Dade County"
33133,NA,NA,NA,242,NA,NA,NA,329,242,329,329,NA,NA,0,0,NA,NA,NA,NA,0,0,0,25.73,-80.24,"FL",NA,"M-DCPS The English Center","Miami","Miami-Dade County"
33134,NA,NA,289,301,NA,NA,289,82,301,82,82,0,0,0,0,NA,NA,NA,NA,0,0,0,25.75,-80.27,"FL","Private for-profit, less-than 2-year","New Professions Technical Institute","Miami","Miami-Dade County"
33134,21215,21215,NA,19853,21215,20959,NA,21655,19853,21655,21655,NA,NA,0,0,0,0,0,0,0,0,0,25.75,-80.27,"FL",NA,"Northwestern University","Miami","Miami-Dade County"
33134,NA,NA,NA,NA,NA,NA,NA,553,NA,553,553,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.75,-80.27,"FL",NA,"SABER College","Miami","Miami-Dade County"
33135,66701,66701,54094,59120,66701,63736,54094,62332,59120,62332,62332,0,0,0,0,0,0,0,0,0,0,0,25.77,-80.24,"FL","Public, 4-year or above","Miami Dade College","Miami","Miami-Dade County"
33135,NA,NA,225,NA,NA,NA,225,446,NA,446,446,0,0,NA,NA,NA,NA,NA,NA,0,0,0,25.77,-80.24,"FL","Private for-profit, less-than 2-year","La Belle Beauty Academy","Miami","Miami-Dade County"
33135,NA,NA,288,332,NA,NA,288,378,332,378,378,0,0,0,0,NA,NA,NA,NA,0,0,0,25.77,-80.24,"FL","Private for-profit, less-than 2-year","Praxis Institute","Miami","Miami-Dade County"
33135,NA,NA,NA,25,NA,NA,NA,27,25,27,27,NA,NA,0,0,NA,NA,NA,NA,0,0,0,25.77,-80.24,"FL",NA,"New Concept Massage and Beauty School","Miami","Miami-Dade County"
33135,NA,NA,NA,NA,NA,NA,NA,128,NA,128,128,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.77,-80.24,"FL",NA,"Future-Tech Institute","Miami","Miami-Dade County"
33136,16172,16172,15449,15629,16172,16068,15449,16825,15629,16825,16825,0,0,0,1,0,0,1,0,0,3,0,25.79,-80.2,"FL","Private nonprofit, 4-year or above","University of Miami","Miami","Miami-Dade County"
33139,NA,NA,44,NA,NA,NA,44,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78,-80.15,"FL","Private nonprofit, 4-year or above","Talmudic College of Florida","Miami Beach","Miami-Dade County"
33139,NA,NA,NA,66,NA,NA,NA,31,66,31,31,NA,NA,0,0,NA,NA,NA,NA,0,0,0,25.78,-80.15,"FL",NA,"Yeshivah Gedolah Rabbinical College","Miami Beach","Miami-Dade County"
33139,NA,NA,NA,181,NA,NA,NA,NA,181,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.78,-80.15,"FL",NA,"Miami Ad School","Miami Beach","Miami-Dade County"
33139,NA,NA,NA,NA,NA,NA,NA,296,NA,296,296,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.78,-80.15,"FL",NA,"Beauty Schools of America","Miami Beach","Miami-Dade County"
33140,46,46,NA,44,46,56,NA,53,44,53,53,NA,NA,0,0,0,0,0,0,0,0,0,25.82,-80.13,"FL",NA,"Talmudic College of Florida","Miami Beach","Miami-Dade County"
33142,725,725,NA,592,725,702,NA,NA,592,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,25.81,-80.24,"FL",NA,"George T Baker Aviation School","Miami","Miami-Dade County"
33142,NA,NA,NA,NA,NA,NA,NA,699,NA,699,699,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.81,-80.24,"FL",NA,"George T Baker Aviation Technical College","Miami","Miami-Dade County"
33144,NA,NA,850,901,NA,NA,850,NA,901,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.31,"FL","Private for-profit, less-than 2-year","Technical Career Institute","Miami","Miami-Dade County"
33144,NA,NA,191,356,NA,NA,191,295,356,295,295,0,0,0,0,NA,NA,NA,NA,0,0,0,25.76,-80.31,"FL","Private for-profit, less-than 2-year","Florida Education Institute","Miami","Miami-Dade County"
33144,NA,NA,118,129,NA,NA,118,NA,129,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.31,"FL","Private for-profit, 2-year","College of Business and Technology-Flagler Campus","Miami","Miami-Dade County"
33144,NA,NA,NA,382,NA,NA,NA,NA,382,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.31,"FL",NA,"Beauty Schools of America","Miami","Miami-Dade County"
33144,NA,NA,NA,261,NA,NA,NA,NA,261,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.31,"FL",NA,"La Belle Beauty Academy","Miami","Miami-Dade County"
33144,570,570,NA,NA,570,791,NA,412,NA,412,412,NA,NA,NA,NA,0,0,0,0,0,0,0,25.76,-80.31,"FL",NA,"Beauty Schools of America-Miami","Miami","Miami-Dade County"
33144,NA,NA,NA,NA,NA,NA,NA,304,NA,304,304,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.76,-80.31,"FL",NA,"College of Business and Technology-Flagler","Miami","Miami-Dade County"
33144,NA,NA,NA,NA,NA,NA,NA,188,NA,188,188,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.76,-80.31,"FL",NA,"Celebrity School of Beauty","Miami","Miami-Dade County"
33144,NA,NA,NA,NA,NA,NA,NA,169,NA,169,169,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.76,-80.31,"FL",NA,"Florida Vocational Institute","Miami","Miami-Dade County"
33146,16172,16172,NA,15629,16172,16068,NA,16825,15629,16825,16825,NA,NA,2,0,0,1,5,3,3,3,4,25.72,-80.27,"FL",NA,"University of Miami","Miami","Miami-Dade County"
33147,NA,NA,NA,NA,NA,NA,NA,130,NA,130,130,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.85,-80.24,"FL",NA,"D A Dorsey Technical College","Miami","Miami-Dade County"
33149,16172,16172,15449,15629,16172,16068,15449,16825,15629,16825,16825,0,0,0,0,0,0,0,0,0,0,0,25.68,-80.16,"FL","Private nonprofit, 4-year or above","University of Miami","Key Biscayne","Miami-Dade County"
33155,NA,NA,253,328,NA,NA,253,215,328,215,215,0,0,0,0,NA,NA,NA,NA,0,0,0,25.74,-80.31,"FL","Private nonprofit, less-than 2-year","International Training Careers","Miami","Miami-Dade County"
33155,NA,NA,NA,NA,NA,NA,NA,215,NA,215,215,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.74,-80.31,"FL",NA,"Beauty Academy of South Florida","Miami","Miami-Dade County"
33156,NA,NA,NA,875,NA,NA,NA,518,875,518,518,NA,NA,0,0,NA,NA,NA,NA,0,0,0,25.67,-80.3,"FL",NA,"Sullivan and Cogliano Training Center","Miami","Miami-Dade County"
33156,NA,NA,NA,416,NA,NA,NA,NA,416,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.67,-80.3,"FL",NA,"City College","Miami","Miami-Dade County"
33156,NA,NA,NA,NA,NA,NA,NA,251,NA,251,251,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.67,-80.3,"FL",NA,"City College-Miami","Miami","Miami-Dade County"
33156,NA,NA,NA,NA,NA,NA,NA,101,NA,101,101,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.67,-80.3,"FL",NA,"Paul Mitchell the School-Miami","Miami","Miami-Dade County"
33157,NA,NA,NA,NA,NA,NA,NA,112,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.61,-80.34,"FL",NA,"College of Business and Technology-Cutler Bay","Miami","Miami-Dade County"
33157,NA,NA,NA,NA,NA,NA,NA,251,NA,251,251,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.61,-80.34,"FL",NA,"Fortis College-Cutler Bay","Miami","Miami-Dade County"
33160,NA,NA,NA,NA,NA,NA,NA,183,NA,183,183,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.93,-80.14,"FL",NA,"SAE Institute of Technology-Miami","North Miami Beach","Miami-Dade County"
33161,9070,9070,NA,8846,9070,8905,NA,7971,8846,7971,7971,NA,NA,0,0,0,0,0,1,1,0,0,25.89,-80.18,"FL",NA,"Barry University","Miami","Miami-Dade County"
33162,26808,26808,27353,29153,26808,28457,27353,23236,29153,23236,23236,0,0,0,0,0,0,0,0,0,0,0,25.93,-80.18,"FL","Private nonprofit, 4-year or above","Nova Southeastern University","Miami","Miami-Dade County"
33162,NA,NA,1719,1523,NA,NA,1719,1396,1523,1396,1396,0,0,0,0,NA,NA,NA,NA,0,0,0,25.93,-80.18,"FL","Private nonprofit, 4-year or above","Union Institute & University","Miami","Miami-Dade County"
33162,NA,NA,NA,277,NA,NA,NA,NA,277,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.93,-80.18,"FL",NA,"Beauty Schools of America","Miami","Miami-Dade County"
33162,NA,NA,NA,NA,NA,NA,NA,323,NA,323,323,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.93,-80.18,"FL",NA,"Beauty Schools of America-North Miami Beach","Miami","Miami-Dade County"
33165,95,95,67,76,95,73,67,90,76,90,90,0,0,0,0,0,0,0,0,0,0,0,25.73,-80.36,"FL","Private nonprofit, 4-year or above","Saint John Vianney College Seminary","Miami","Miami-Dade County"
33165,NA,NA,711,1188,NA,NA,711,671,1188,671,671,0,0,0,0,NA,NA,NA,NA,0,0,0,25.73,-80.36,"FL","Private for-profit, less-than 2-year","Compu-Med Vocational Careers Corp","Miami","Miami-Dade County"
33166,NA,NA,27,67,NA,NA,27,NA,67,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.82,-80.3,"FL","Private nonprofit, less-than 2-year","Advanced Technical Centers","Miami","Miami-Dade County"
33166,NA,NA,NA,NA,NA,NA,NA,943,NA,943,943,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.82,-80.3,"FL",NA,"Management Resources College","Miami","Miami-Dade County"
33166,NA,NA,NA,NA,NA,NA,NA,943,NA,943,943,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.82,-80.3,"FL",NA,"Management Resources College","Miami","Miami-Dade County"
33166,NA,NA,NA,NA,NA,NA,NA,92,NA,92,92,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.82,-80.3,"FL",NA,"Polytechnic University of Puerto Rico-Miami","Miami","Miami-Dade County"
33167,66701,66701,54094,59120,66701,63736,54094,NA,59120,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,25.88,-80.24,"FL","Public, 4-year or above","Miami Dade College","Miami","Miami-Dade County"
33167,NA,NA,NA,NA,NA,NA,NA,62332,NA,62332,62332,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.88,-80.24,"FL",NA,"Miami Dade College","Miami","Miami-Dade County"
33169,NA,NA,NA,1209,NA,974,NA,NA,1209,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,25.94,-80.21,"FL",NA,"ATI College of Health","Miami","Miami-Dade County"
33169,592,592,NA,1248,592,659,NA,NA,1248,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,25.94,-80.21,"FL",NA,"Everest Institute-North Miami","Miami","Miami-Dade County"
33169,NA,NA,NA,182,NA,NA,NA,NA,182,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.94,-80.21,"FL",NA,"Health Opportunity Technical Center","Miami","Miami-Dade County"
33172,NA,NA,1082,1081,NA,NA,1082,NA,1081,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.79,-80.36,"FL","Private nonprofit, 4-year or above","Carlos Albizu University-Miami Campus","Miami","Miami-Dade County"
33172,1046,1046,NA,NA,1046,1047,NA,1046,NA,1046,1046,NA,NA,NA,NA,0,0,0,0,0,0,0,25.79,-80.36,"FL",NA,"Carlos Albizu University-Miami","Miami","Miami-Dade County"
33172,16713,16713,NA,NA,16713,17042,NA,16579,NA,16579,16579,NA,NA,NA,NA,0,0,0,0,0,0,0,25.79,-80.36,"FL",NA,"Keiser University-Ft Lauderdale","Miami","Miami-Dade County"
33172,NA,NA,NA,NA,NA,NA,NA,2600,NA,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.79,-80.36,"FL",NA,"Strayer University-Florida","Miami","Miami-Dade County"
33172,NA,NA,NA,NA,NA,NA,NA,2369,NA,2369,2369,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.79,-80.36,"FL",NA,"University of Phoenix-Florida","Miami","Miami-Dade County"
33173,NA,NA,NA,497,NA,NA,NA,NA,497,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.7,-80.36,"FL",NA,"Medvance Institute-Miami","Miami","Miami-Dade County"
33174,NA,NA,3283,NA,NA,NA,3283,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76,-80.36,"FL","Private for-profit, 4-year or above","DeVry University-Florida","Miami","Miami-Dade County"
33174,NA,NA,NA,3958,NA,NA,NA,NA,3958,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.36,"FL",NA,"Florida Career College","Miami","Miami-Dade County"
33174,NA,NA,NA,4423,NA,NA,NA,NA,4423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.36,"FL",NA,"DeVry University-Florida","Miami","Miami-Dade County"
33174,NA,NA,NA,61,NA,NA,NA,NA,61,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.36,"FL",NA,"Universal Massage and Beauty Institute","Miami","Miami-Dade County"
33174,NA,NA,NA,161,NA,NA,NA,NA,161,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.76,-80.36,"FL",NA,"Hi-Tech School of Cosmetology","Miami","Miami-Dade County"
33174,5793,5793,NA,NA,5793,3651,NA,278,NA,278,278,NA,NA,NA,NA,0,0,0,0,0,0,0,25.76,-80.36,"FL",NA,"Florida Career College-Miami","Miami","Miami-Dade County"
33174,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.76,-80.36,"FL",NA,"College of Business and Technology-Kendall","Miami","Miami-Dade County"
33174,NA,NA,NA,NA,NA,NA,NA,126,NA,126,126,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.76,-80.36,"FL",NA,"Universal Career School","Miami","Miami-Dade County"
33175,NA,NA,2158,2811,NA,NA,2158,NA,2811,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.73,-80.41,"FL","Private for-profit, 2-year","Florida National College","Miami","Miami-Dade County"
33175,NA,NA,386,238,NA,NA,386,NA,238,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25.73,-80.41,"FL","Private for-profit, 2-year","Professional Training Centers","Miami","Miami-Dade County"
33175,NA,NA,NA,NA,NA,NA,NA,2492,NA,2492,2492,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.73,-80.41,"FL",NA,"Florida National University-Main Campus","Miami","Miami-Dade County"
33175,NA,NA,NA,NA,NA,NA,NA,27,NA,27,27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.73,-80.41,"FL",NA,"New Concept Massage and Beauty School","Miami","Miami-Dade County"
33176,66701,66701,54094,59120,66701,63736,54094,62332,59120,62332,62332,0,0,0,0,0,0,0,0,0,0,1,25.66,-80.36,"FL","Public, 4-year or above","Miami Dade College","Miami","Miami-Dade County"
33176,NA,NA,113,NA,NA,NA,113,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.66,-80.36,"FL","Private nonprofit, 4-year or above","Jones College-Miami Campus","Miami","Miami-Dade County"
33176,NA,NA,51,NA,NA,NA,51,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.66,-80.36,"FL","Private for-profit, 2-year","College of Business and Technology","Miami","Miami-Dade County"
33176,NA,NA,NA,144,NA,NA,NA,NA,144,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.66,-80.36,"FL",NA,"Acupuncture and Massage College","Miami","Miami-Dade County"
33176,NA,NA,NA,NA,NA,NA,NA,149,NA,149,149,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.66,-80.36,"FL",NA,"AM College LLC","Miami","Miami-Dade County"
33177,1444,1444,1096,1234,1444,1450,1096,NA,1234,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,25.6,-80.4,"FL","Public, 2-year","Robert Morgan Educational Center","Miami","Miami-Dade County"
33177,NA,NA,NA,NA,NA,NA,NA,620,NA,620,620,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.6,-80.4,"FL",NA,"Robert Morgan Educational Center and Technical College","Miami","Miami-Dade County"
33178,66701,66701,NA,59120,66701,63736,NA,62332,59120,62332,62332,NA,NA,0,0,0,0,0,0,0,0,0,25.85,-80.41,"FL",NA,"Miami Dade College","Miami","Miami-Dade County"
33178,NA,NA,NA,NA,NA,NA,NA,280,NA,280,280,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25.85,-80.41,"FL",NA,"Millennia Atlantic University","Miami","Miami-Dade County"
33181,NA,NA,1955,2033,NA,NA,1955,NA,2033,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,25.9,-80.15,"FL","Private nonprofit, 4-year or above","Johnson & Wales University-Florida Campus","Miami","Miami-Dade County"
33181,NA,NA,NA,NA,NA,NA,NA,1752,NA,1752,1752,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,25.9,-80.15,"FL",NA,"Johnson & Wales University-North Miami","Miami","Miami-Dade County"
